loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,loan_status,loan_date
17596,8601,Personal Loan,733079,16.39,84,Active,2025-05-11
17597,19234,Personal Loan,526954,12.36,24,Default,2023-06-01
17598,17976,Personal Loan,641208,5.54,48,Active,2024-11-18
17599,11937,Personal Loan,238076,10.21,24,Active,2024-08-31
17600,18988,Personal Loan,486804,13.57,240,Active,2025-10-02
17601,18524,Personal Loan,544959,6.86,36,Active,2024-06-24
17602,9034,Personal Loan,498070,7.25,36,Closed,2025-01-22
17603,158,Home Loan,194905,15.9,180,Default,2022-02-17
17604,5500,Home Loan,594274,8.3,240,Active,2023-03-03
17605,13535,Education Loan,783687,16.49,60,Active,2021-01-24
17606,19047,Home Loan,310000,14.53,120,Default,2023-02-16
17607,13343,Education Loan,169081,6.67,180,Closed,2023-09-02
17608,15682,Personal Loan,284902,5.97,12,Active,2021-07-22
17609,14496,Business Loan,381705,10.25,180,Active,2022-04-16
17610,7024,Personal Loan,481869,15.83,48,Active,2025-05-28
17611,3285,Home Loan,164740,14.84,12,Closed,2021-03-27
17612,1195,Home Loan,70339,9.18,120,Active,2021-12-08
17613,5077,Personal Loan,334591,17.39,36,Active,2021-01-19
17614,10463,Home Loan,471830,10.48,180,Active,2024-10-25
17615,9627,Education Loan,90959,8.38,12,Active,2025-01-07
17616,14473,Business Loan,306114,10.17,120,Active,2021-02-23
17617,17419,Personal Loan,798635,12.96,48,Active,2024-03-30
17618,16711,Personal Loan,202409,8.23,84,Active,2021-05-12
17619,13445,Auto Loan,363517,5.52,24,Active,2021-07-08
17620,6723,Personal Loan,235326,7.39,120,Active,2023-07-30
17621,17199,Home Loan,707946,14.09,36,Active,2022-05-02
17622,16496,Personal Loan,519399,12.91,240,Active,2024-06-11
17623,14624,Education Loan,339054,11.9,48,Default,2024-01-02
17624,2729,Home Loan,381855,7.92,24,Active,2024-03-10
17625,12683,Home Loan,177121,13.97,240,Active,2021-07-07
17626,11427,Business Loan,757003,12.39,12,Active,2025-03-19
17627,4748,Home Loan,346860,6.5,36,Active,2023-08-11
17628,11902,Business Loan,419714,8.74,84,Active,2023-01-10
17629,10290,Business Loan,725276,6.8,60,Active,2024-10-06
17630,19123,Auto Loan,712799,16.52,48,Active,2022-07-31
17631,2846,Personal Loan,308252,13.48,12,Default,2021-01-27
17632,8617,Business Loan,136327,14.26,120,Active,2024-08-23
17633,8067,Business Loan,765324,14.77,60,Active,2022-08-01
17634,16032,Auto Loan,554906,15.23,240,Active,2021-05-21
17635,11983,Auto Loan,226994,8.49,180,Active,2024-05-12
17636,3962,Business Loan,108325,18.23,24,Active,2022-03-12
17637,18791,Home Loan,367799,17.97,36,Active,2022-10-28
17638,16874,Personal Loan,205303,14.56,84,Active,2023-10-22
17639,4401,Business Loan,311818,17.29,36,Active,2024-11-10
17640,9289,Business Loan,434776,13.2,12,Default,2022-12-25
17641,9434,Business Loan,600581,13.46,36,Active,2021-05-02
17642,5055,Auto Loan,52156,15.54,12,Active,2021-11-03
17643,2675,Home Loan,737203,8.13,84,Closed,2022-12-18
17644,8870,Auto Loan,19305,16.19,36,Active,2025-07-13
17645,6561,Business Loan,556434,16.05,120,Active,2023-02-09
17646,16906,Personal Loan,490713,7.19,84,Active,2025-10-24
17647,6016,Personal Loan,276411,9.48,48,Closed,2022-09-06
17648,18900,Home Loan,394813,18.18,24,Closed,2022-11-24
17649,8779,Personal Loan,642698,9.12,12,Active,2023-01-13
17650,8243,Auto Loan,268465,15.61,240,Active,2021-01-28
17651,16179,Home Loan,28523,10.01,180,Closed,2023-07-26
17652,8260,Auto Loan,578798,17.84,120,Active,2025-03-25
17653,6201,Auto Loan,660522,5.77,60,Active,2024-07-03
17654,5988,Home Loan,250904,12.39,120,Active,2025-06-03
17655,19637,Personal Loan,314640,11.9,24,Closed,2023-03-18
17656,3892,Business Loan,750915,15.94,48,Active,2021-01-13
17657,2972,Education Loan,724559,12.3,36,Closed,2021-04-29
17658,330,Personal Loan,685847,8.0,60,Default,2024-08-09
17659,6448,Auto Loan,729339,15.38,36,Active,2025-07-22
17660,7881,Home Loan,253685,13.89,240,Closed,2023-06-20
17661,17577,Home Loan,378973,10.45,180,Active,2021-06-27
17662,5556,Personal Loan,737773,15.2,36,Active,2022-06-10
17663,5922,Personal Loan,450506,8.82,36,Active,2022-03-26
17664,19721,Home Loan,326501,17.96,60,Active,2024-02-26
17665,14493,Auto Loan,317422,11.995000000000001,120,Active,2021-03-12
17666,8233,Auto Loan,498767,12.13,24,Closed,2023-09-22
17667,19822,Auto Loan,423661,16.48,48,Active,2021-04-17
17668,13825,Home Loan,376041,12.02,240,Active,2024-09-13
17669,12402,Home Loan,628060,5.86,60,Active,2022-03-17
17670,9920,Business Loan,179286,5.79,36,Active,2024-03-20
17671,6778,Education Loan,83028,15.32,12,Default,2025-06-16
17672,5260,Personal Loan,510146,6.74,12,Closed,2025-06-06
17673,10881,Home Loan,774761,17.98,180,Closed,2022-06-09
17674,13535,Home Loan,9865,10.68,120,Active,2022-11-20
17675,13209,Home Loan,517166,12.39,36,Active,2024-06-11
17676,9638,Personal Loan,555345,8.04,60,Active,2023-12-05
17677,9083,Home Loan,391558,14.78,48,Active,2025-02-11
17678,5547,Personal Loan,186815,16.79,180,Active,2023-09-06
17679,6333,Home Loan,626380,9.61,12,Active,2022-05-23
17680,19612,Auto Loan,438873,15.88,84,Active,2023-06-20
17681,11419,Home Loan,381391,16.94,240,Active,2021-08-04
17682,7297,Personal Loan,759240,9.94,60,Closed,2022-06-13
17683,1288,Auto Loan,263017,7.52,36,Active,2024-11-10
17684,15061,Home Loan,258963,16.22,240,Active,2025-02-13
17685,9239,Business Loan,363987,7.97,240,Active,2021-10-05
17686,326,Home Loan,568803,10.49,120,Active,2024-03-30
17687,12287,Home Loan,106592,10.62,12,Default,2021-03-13
17688,3505,Auto Loan,369646,13.48,84,Active,2024-10-10
17689,12731,Personal Loan,215182,13.71,24,Closed,2024-12-12
17690,15033,Business Loan,629730,9.78,36,Active,2025-11-27
17691,15118,Home Loan,324030,12.78,12,Active,2024-11-11
17692,17741,Personal Loan,294004,12.96,12,Active,2021-02-04
17693,6053,Personal Loan,299277,6.84,120,Active,2023-11-18
17694,10654,Personal Loan,341625,6.86,180,Closed,2024-12-19
17695,5468,Personal Loan,60050,16.49,120,Default,2021-03-17
17696,9642,Personal Loan,518929,15.72,84,Active,2024-09-30
17697,9508,Education Loan,478471,16.9,60,Closed,2021-11-06
17698,13368,Home Loan,221867,6.4,48,Active,2023-01-26
17699,17991,Personal Loan,269262,8.76,120,Closed,2023-02-08
17700,19923,Personal Loan,173839,16.29,180,Closed,2022-04-02
17701,6001,Business Loan,126758,17.74,120,Active,2024-11-19
17702,12366,Home Loan,48810,9.23,120,Active,2024-11-09
17703,10010,Home Loan,145121,15.95,36,Active,2023-01-27
17704,16212,Education Loan,362801,11.85,48,Active,2022-05-10
17705,18599,Home Loan,358102,12.41,60,Active,2024-09-02
17706,13920,Home Loan,513349,11.12,84,Closed,2025-09-13
17707,10044,Personal Loan,483612,7.84,60,Active,2024-04-09
17708,9500,Education Loan,406812,14.61,60,Active,2021-12-04
17709,18604,Home Loan,30754,16.02,12,Closed,2024-08-12
17710,9414,Education Loan,441069,16.91,60,Active,2021-08-14
17711,9670,Personal Loan,760874,6.12,24,Default,2023-07-31
17712,8323,Business Loan,502357,11.96,180,Closed,2025-08-25
17713,3591,Home Loan,255477,12.75,36,Closed,2021-09-24
17714,7148,Personal Loan,152581,10.99,240,Active,2023-07-19
17715,12834,Home Loan,447268,16.04,12,Closed,2022-09-17
17716,8146,Business Loan,274888,12.64,84,Active,2022-02-03
17717,17473,Home Loan,442490,9.06,24,Active,2021-11-22
17718,17051,Home Loan,653321,15.21,48,Closed,2025-06-27
17719,18475,Auto Loan,296940,6.74,180,Active,2023-04-14
17720,6808,Business Loan,122600,11.89,180,Closed,2022-05-03
17721,14398,Personal Loan,27777,15.88,180,Closed,2023-04-23
17722,11048,Business Loan,99528,13.3,84,Active,2023-11-21
17723,2078,Auto Loan,382514,11.02,60,Active,2022-07-17
17724,6866,Home Loan,759833,11.88,180,Default,2025-01-10
17725,613,Auto Loan,235479,6.39,12,Active,2025-11-11
17726,7928,Home Loan,758063,15.6,240,Closed,2022-06-06
17727,10161,Personal Loan,33491,13.32,240,Default,2025-11-15
17728,4951,Education Loan,274945,17.78,120,Active,2024-01-06
17729,19078,Home Loan,19580,15.45,240,Active,2022-01-16
17730,4402,Personal Loan,673794,15.72,240,Active,2022-04-10
17731,11310,Business Loan,535389,8.2,60,Active,2021-05-18
17732,14182,Home Loan,88326,10.34,48,Active,2022-12-30
17733,13608,Auto Loan,706365,6.04,24,Default,2021-09-03
17734,13548,Personal Loan,751860,16.64,120,Active,2025-05-28
17735,4382,Personal Loan,240426,9.52,84,Active,2022-04-28
17736,13297,Home Loan,589763,12.77,24,Closed,2025-04-04
17737,888,Personal Loan,352089,10.03,120,Closed,2023-06-04
17738,8010,Personal Loan,437408,15.38,12,Active,2025-05-27
17739,18718,Auto Loan,406552,11.0,24,Active,2023-01-10
17740,17153,Education Loan,358302,10.29,120,Closed,2025-02-26
17741,17821,Personal Loan,558524,13.07,48,Closed,2022-06-06
17742,11993,Personal Loan,257410,11.59,48,Active,2025-11-27
17743,19601,Home Loan,503609,15.81,120,Active,2024-01-21
17744,14510,Personal Loan,42925,8.74,240,Active,2024-06-03
17745,12601,Home Loan,747838,17.33,24,Active,2024-06-24
17746,10908,Home Loan,440521,7.24,24,Active,2021-09-18
17747,17626,Home Loan,271715,6.44,180,Active,2024-03-24
17748,12116,Home Loan,550607,14.85,36,Active,2025-11-24
17749,6221,Personal Loan,701963,9.53,48,Closed,2023-01-21
17750,10547,Personal Loan,19684,15.03,120,Active,2024-12-24
17751,2420,Home Loan,190701,11.25,48,Active,2023-10-21
17752,16718,Personal Loan,218842,9.57,240,Default,2021-07-17
17753,11817,Home Loan,435783,16.41,180,Default,2023-07-31
17754,19205,Home Loan,790071,16.82,120,Active,2022-03-06
17755,1984,Home Loan,269804,7.57,60,Closed,2024-01-18
17756,7544,Home Loan,782218,7.09,48,Active,2023-12-20
17757,15437,Personal Loan,307623,14.35,180,Closed,2023-04-24
17758,18183,Auto Loan,689715,16.43,36,Active,2023-06-30
17759,18144,Home Loan,398320,15.86,84,Active,2024-07-23
17760,12324,Auto Loan,666499,12.98,24,Closed,2021-01-23
17761,3716,Auto Loan,212422,17.12,48,Active,2023-06-24
17762,11815,Education Loan,11762,16.89,120,Default,2024-02-17
17763,4370,Home Loan,327585,9.06,180,Active,2023-03-10
17764,3131,Personal Loan,573193,13.36,24,Active,2021-11-11
17765,3709,Home Loan,726907,7.15,36,Active,2025-09-28
17766,14612,Business Loan,51050,8.96,48,Active,2025-03-12
17767,12063,Auto Loan,662194,16.15,12,Active,2023-12-25
17768,14297,Home Loan,751294,18.08,48,Active,2024-04-05
17769,4580,Personal Loan,466697,6.04,12,Default,2024-07-13
17770,4035,Home Loan,410057,13.69,36,Active,2021-01-23
17771,11318,Business Loan,719592,10.31,240,Default,2023-11-17
17772,830,Education Loan,30102,15.0,60,Active,2021-07-02
17773,10388,Personal Loan,172601,10.47,120,Default,2021-07-13
17774,4377,Personal Loan,258069,14.57,12,Default,2025-02-27
17775,2739,Personal Loan,406596,16.56,120,Active,2023-04-17
17776,3835,Auto Loan,371440,11.23,24,Active,2024-07-30
17777,15926,Personal Loan,159302,11.67,48,Active,2022-03-05
17778,19811,Home Loan,69181,15.42,36,Closed,2024-08-27
17779,14046,Home Loan,351543,14.43,240,Active,2023-01-24
17780,8592,Education Loan,469583,16.4,120,Active,2023-04-24
17781,17340,Home Loan,468243,18.13,84,Closed,2022-07-27
17782,9419,Personal Loan,197654,13.54,24,Active,2024-12-11
17783,1676,Personal Loan,486195,9.15,12,Active,2021-09-10
17784,5219,Personal Loan,358265,13.06,60,Active,2021-12-11
17785,197,Home Loan,81421,12.18,120,Active,2022-01-27
17786,14695,Home Loan,316322,8.68,48,Closed,2025-08-06
17787,11753,Auto Loan,694080,8.72,240,Active,2025-03-30
17788,3606,Personal Loan,744994,9.76,240,Active,2025-08-11
17789,11345,Home Loan,35396,16.8,60,Closed,2021-02-14
17790,5110,Personal Loan,7597,12.92,180,Closed,2024-02-01
17791,15707,Personal Loan,201222,11.77,48,Closed,2025-11-27
17792,12013,Personal Loan,700983,9.79,120,Closed,2024-07-22
17793,5236,Home Loan,379634,18.02,48,Default,2023-03-14
17794,15348,Home Loan,40191,16.36,24,Active,2023-12-10
17795,7262,Home Loan,737793,16.34,12,Active,2024-03-06
17796,9515,Home Loan,248620,9.81,180,Active,2023-03-19
17797,13367,Auto Loan,760418,11.58,36,Active,2022-12-02
17798,1227,Auto Loan,672832,17.19,120,Closed,2024-10-22
17799,14438,Business Loan,750563,14.64,12,Active,2022-02-02
17800,12393,Home Loan,98448,11.34,60,Default,2024-05-25
17801,19104,Auto Loan,652899,15.4,36,Active,2021-10-01
17802,7373,Auto Loan,268966,7.41,36,Active,2023-07-24
17803,13018,Auto Loan,359107,5.78,60,Active,2024-03-06
17804,15016,Personal Loan,58744,16.33,180,Active,2025-12-18
17805,18614,Personal Loan,246283,7.99,240,Active,2024-08-05
17806,8533,Home Loan,345696,15.42,60,Default,2025-05-03
17807,5010,Business Loan,268123,10.8,180,Active,2022-07-02
17808,17740,Home Loan,151191,16.28,84,Active,2022-01-10
17809,5461,Auto Loan,544649,13.94,24,Closed,2021-09-08
17810,15464,Business Loan,688848,5.73,84,Active,2021-02-15
17811,15584,Business Loan,696379,10.04,180,Active,2021-02-09
17812,15850,Business Loan,136504,17.91,24,Active,2023-01-01
17813,1417,Auto Loan,700691,11.995000000000001,24,Active,2025-11-12
17814,943,Home Loan,437637,11.35,60,Active,2025-02-28
17815,3195,Personal Loan,214735,13.48,24,Active,2024-01-19
17816,17547,Personal Loan,275774,12.27,36,Active,2025-09-21
17817,5237,Auto Loan,205104,10.56,84,Closed,2021-04-02
17818,6374,Personal Loan,480904,10.23,84,Active,2021-12-26
17819,3537,Education Loan,189393,16.29,240,Active,2025-06-03
17820,15841,Personal Loan,693512,6.49,24,Default,2022-12-01
17821,113,Education Loan,465223,7.87,36,Closed,2021-08-15
17822,15211,Business Loan,341810,16.16,24,Default,2024-10-07
17823,12906,Auto Loan,416514,16.23,240,Active,2021-06-22
17824,6179,Education Loan,396941,7.77,180,Active,2025-07-23
17825,15781,Auto Loan,220425,15.9,36,Active,2024-01-11
17826,11768,Education Loan,277249,17.99,240,Active,2022-08-26
17827,16999,Home Loan,537451,16.95,120,Closed,2023-02-02
17828,13818,Business Loan,113930,9.96,60,Closed,2024-10-22
17829,8169,Education Loan,382643,16.02,240,Active,2023-08-08
17830,9932,Education Loan,171545,5.72,24,Closed,2023-09-17
17831,3818,Home Loan,507621,11.27,48,Active,2023-12-16
17832,15892,Personal Loan,116550,9.27,48,Active,2022-05-16
17833,13858,Home Loan,125377,12.33,24,Active,2021-12-03
17834,19829,Home Loan,602459,10.29,120,Active,2025-04-05
17835,14262,Business Loan,12413,7.79,180,Active,2025-09-16
17836,10850,Auto Loan,792807,6.0,24,Active,2024-09-16
17837,11585,Business Loan,574971,11.05,240,Closed,2024-01-26
17838,9039,Personal Loan,654879,10.96,120,Default,2024-10-18
17839,13198,Business Loan,242267,9.32,60,Active,2023-04-14
17840,15098,Business Loan,400621,10.72,84,Active,2021-09-13
17841,2859,Auto Loan,380625,7.22,60,Closed,2023-06-30
17842,8859,Personal Loan,526837,10.1,120,Default,2025-06-03
17843,1024,Home Loan,92540,8.67,180,Closed,2023-03-03
17844,7500,Business Loan,597573,16.52,24,Closed,2021-10-22
17845,16886,Education Loan,624461,9.42,24,Active,2021-01-14
17846,12923,Personal Loan,24775,5.8,84,Closed,2025-08-01
17847,831,Auto Loan,268802,18.01,180,Active,2022-12-11
17848,4275,Auto Loan,38345,8.97,180,Active,2023-12-27
17849,14050,Home Loan,225987,15.72,60,Active,2025-01-17
17850,17117,Business Loan,314340,18.14,36,Default,2021-02-10
17851,7790,Home Loan,269390,11.83,24,Active,2023-02-12
17852,16343,Education Loan,495019,10.45,180,Active,2021-01-04
17853,1865,Personal Loan,316214,7.77,60,Default,2021-08-22
17854,1295,Education Loan,431031,8.47,180,Active,2022-10-15
17855,2597,Personal Loan,348259,16.68,120,Active,2025-12-03
17856,8085,Home Loan,237792,6.29,60,Closed,2025-04-20
17857,6578,Personal Loan,33855,7.84,36,Active,2023-04-26
17858,12962,Business Loan,111489,7.97,84,Active,2025-07-27
17859,4811,Home Loan,28985,6.62,12,Active,2024-08-05
17860,3694,Home Loan,188213,15.1,12,Active,2022-05-04
17861,2628,Personal Loan,636453,6.32,60,Closed,2025-10-24
17862,12106,Education Loan,306853,15.92,60,Active,2025-02-01
17863,18672,Auto Loan,94697,16.92,180,Active,2022-05-13
17864,650,Business Loan,253710,9.61,84,Closed,2022-05-14
17865,13727,Business Loan,70521,8.47,84,Active,2023-07-22
17866,10866,Home Loan,506297,9.97,36,Closed,2023-04-25
17867,15230,Education Loan,12602,9.38,24,Active,2024-10-15
17868,5899,Auto Loan,567800,12.31,36,Closed,2022-02-23
17869,11369,Home Loan,131608,12.19,84,Default,2022-03-18
17870,10699,Education Loan,185966,11.83,24,Default,2024-12-30
17871,12199,Home Loan,229589,10.15,36,Active,2022-01-11
17872,12683,Personal Loan,39568,12.71,36,Closed,2023-04-17
17873,1072,Home Loan,636226,7.41,60,Active,2025-03-15
17874,3016,Personal Loan,443464,13.72,24,Active,2021-12-25
17875,14133,Personal Loan,350106,15.2,240,Closed,2022-04-11
17876,2361,Auto Loan,252840,6.79,84,Active,2021-06-28
17877,3496,Education Loan,786754,7.64,180,Active,2023-07-11
17878,6882,Home Loan,295705,18.31,180,Active,2022-03-06
17879,2300,Personal Loan,384719,10.39,120,Active,2025-03-21
17880,14641,Home Loan,227209,15.64,60,Active,2024-02-15
17881,10292,Home Loan,145485,16.53,180,Active,2025-09-04
17882,3740,Business Loan,437677,12.56,60,Closed,2024-04-22
17883,12531,Auto Loan,218148,8.22,60,Closed,2022-11-25
17884,18730,Personal Loan,142091,5.94,60,Active,2021-10-20
17885,36,Personal Loan,321589,14.77,84,Default,2022-09-09
17886,18190,Education Loan,760259,12.66,84,Active,2022-05-22
17887,15742,Personal Loan,763278,6.16,240,Active,2025-01-14
17888,7667,Auto Loan,691805,15.46,12,Active,2021-10-29
17889,81,Business Loan,167174,10.46,84,Active,2025-11-02
17890,16714,Business Loan,171059,17.86,180,Active,2024-01-22
17891,19864,Home Loan,106696,8.09,84,Active,2022-02-27
17892,17191,Personal Loan,186686,13.31,12,Active,2021-01-08
17893,15956,Auto Loan,747800,11.995000000000001,60,Active,2021-05-09
17894,15394,Personal Loan,264495,7.22,12,Closed,2024-07-09
17895,19711,Home Loan,141039,8.97,120,Active,2022-03-22
17896,10663,Business Loan,794975,12.094999999999999,240,Closed,2022-01-20
17897,10383,Business Loan,30914,13.19,84,Active,2021-12-25
17898,15336,Education Loan,251716,5.66,36,Active,2024-12-12
17899,2447,Business Loan,432947,10.81,240,Default,2023-12-14
17900,4095,Auto Loan,608253,12.81,120,Closed,2024-09-20
17901,7692,Personal Loan,83684,15.32,84,Active,2022-08-23
17902,5373,Personal Loan,412943,6.73,12,Active,2022-07-19
17903,11666,Education Loan,98520,11.43,36,Closed,2022-08-13
17904,7951,Business Loan,573305,14.73,120,Active,2022-01-07
17905,390,Auto Loan,126012,11.07,60,Active,2025-07-05
17906,1288,Personal Loan,435373,7.9,240,Active,2023-10-01
17907,15737,Business Loan,599218,8.13,180,Active,2021-11-30
17908,14130,Education Loan,98971,9.52,84,Active,2023-12-13
17909,3986,Business Loan,555943,9.45,120,Active,2022-08-26
17910,15338,Business Loan,769816,10.91,60,Closed,2021-07-22
17911,11365,Personal Loan,280673,16.9,24,Default,2025-10-20
17912,17883,Home Loan,697381,10.87,36,Closed,2021-12-27
17913,3032,Auto Loan,180154,15.64,24,Active,2021-09-19
17914,13179,Business Loan,364147,8.05,48,Active,2021-05-26
17915,10229,Business Loan,527415,16.98,48,Closed,2025-01-28
17916,7469,Business Loan,701596,14.52,24,Active,2022-08-04
17917,10407,Business Loan,21367,14.61,120,Active,2022-03-05
17918,17627,Personal Loan,629406,6.01,12,Active,2022-11-29
17919,19869,Business Loan,319636,14.15,120,Active,2025-01-04
17920,6524,Auto Loan,573770,5.81,48,Closed,2022-09-29
17921,13944,Education Loan,49992,12.08,12,Active,2024-08-17
17922,2631,Home Loan,291718,10.2,84,Active,2023-02-09
17923,13352,Personal Loan,36340,9.31,36,Active,2023-04-02
17924,16793,Home Loan,363868,12.87,48,Closed,2023-06-10
17925,14175,Home Loan,70585,13.66,24,Closed,2024-06-06
17926,10777,Education Loan,366066,18.49,60,Active,2025-10-31
17927,3609,Business Loan,584731,6.11,60,Active,2023-12-30
17928,17169,Personal Loan,238304,6.53,12,Closed,2023-09-29
17929,12619,Personal Loan,335828,5.85,180,Active,2025-06-08
17930,12053,Business Loan,547482,12.094999999999999,180,Closed,2023-11-03
17931,14727,Education Loan,292526,5.79,120,Active,2023-09-30
17932,4485,Home Loan,669657,11.14,84,Active,2023-06-28
17933,12898,Home Loan,50462,16.9,84,Active,2025-04-21
17934,18841,Business Loan,348018,18.37,36,Closed,2022-10-11
17935,4481,Personal Loan,708440,16.51,120,Closed,2025-03-03
17936,2040,Auto Loan,408753,10.46,180,Closed,2023-01-26
17937,11425,Personal Loan,780381,11.5,24,Active,2023-07-05
17938,18382,Auto Loan,24491,7.48,24,Closed,2022-01-26
17939,4924,Business Loan,60667,7.9,48,Closed,2023-01-07
17940,3115,Business Loan,46689,16.65,240,Default,2024-10-14
17941,17029,Personal Loan,701543,5.73,60,Closed,2023-03-29
17942,15207,Personal Loan,289881,18.42,60,Closed,2023-07-23
17943,14358,Business Loan,684289,9.64,48,Closed,2021-07-29
17944,3775,Personal Loan,203129,11.21,60,Closed,2021-09-16
17945,9986,Personal Loan,548997,8.17,84,Closed,2021-06-26
17946,15715,Business Loan,772095,6.97,120,Active,2021-03-28
17947,2563,Auto Loan,506220,13.19,120,Closed,2025-04-21
17948,5121,Personal Loan,764384,15.59,60,Default,2022-12-20
17949,18402,Education Loan,504260,9.5,240,Active,2025-07-14
17950,12009,Personal Loan,427136,16.94,84,Active,2021-10-01
17951,17547,Personal Loan,169047,15.46,180,Active,2023-06-28
17952,12003,Auto Loan,520784,6.12,12,Closed,2023-01-25
17953,19571,Auto Loan,327722,13.17,120,Active,2022-11-15
17954,19397,Home Loan,75943,10.31,84,Active,2021-01-07
17955,17245,Business Loan,584557,15.84,120,Active,2022-07-08
17956,7185,Education Loan,666816,7.71,240,Active,2023-04-21
17957,14059,Auto Loan,457536,12.18,60,Active,2022-06-30
17958,11169,Personal Loan,24329,13.3,24,Active,2024-09-29
17959,414,Personal Loan,707615,18.03,36,Closed,2024-05-08
17960,4941,Personal Loan,480681,16.12,12,Default,2022-01-11
17961,11828,Personal Loan,187684,10.57,120,Active,2025-07-28
17962,17033,Home Loan,249582,6.25,48,Active,2025-03-01
17963,7925,Business Loan,388197,15.84,180,Active,2021-08-02
17964,13643,Personal Loan,77040,10.9,120,Closed,2025-09-15
17965,11651,Home Loan,155942,6.44,180,Active,2025-02-06
17966,432,Personal Loan,204661,13.11,240,Active,2021-08-11
17967,16154,Personal Loan,770935,11.36,60,Active,2024-08-17
17968,14732,Home Loan,425175,10.33,60,Active,2022-05-15
17969,16339,Home Loan,352485,8.02,24,Closed,2024-09-13
17970,15895,Home Loan,398058,11.21,12,Active,2024-01-20
17971,2310,Home Loan,22701,18.07,12,Active,2024-12-14
17972,8875,Home Loan,349778,17.65,24,Default,2025-08-30
17973,13026,Business Loan,87053,12.11,240,Active,2021-08-04
17974,14035,Education Loan,374964,18.1,180,Closed,2024-09-01
17975,10976,Business Loan,663950,12.004999999999999,84,Active,2021-03-25
17976,10451,Home Loan,185023,16.18,120,Active,2022-08-08
17977,15725,Auto Loan,337878,9.33,48,Active,2025-07-06
17978,2685,Business Loan,535026,13.87,180,Closed,2023-03-11
17979,9566,Business Loan,647076,7.29,48,Active,2023-06-16
17980,3169,Home Loan,535789,11.09,12,Active,2021-10-29
17981,18109,Personal Loan,6654,15.74,36,Closed,2022-10-31
17982,12970,Personal Loan,675467,16.34,84,Active,2022-09-07
17983,6503,Home Loan,97603,9.28,84,Active,2024-12-09
17984,9409,Home Loan,712448,11.1,240,Active,2021-02-20
17985,19712,Personal Loan,265879,15.46,36,Active,2023-01-23
17986,4376,Auto Loan,33676,11.69,180,Active,2024-06-07
17987,5234,Auto Loan,181785,17.11,84,Active,2025-12-25
17988,399,Personal Loan,83548,13.91,120,Default,2022-10-23
17989,1532,Education Loan,12768,10.93,12,Active,2022-07-22
17990,12138,Auto Loan,557768,9.08,84,Closed,2024-10-12
17991,15678,Education Loan,74859,15.03,48,Default,2023-12-08
17992,13334,Business Loan,506290,13.19,36,Active,2025-12-04
17993,8919,Personal Loan,540619,9.72,84,Active,2025-11-03
17994,193,Education Loan,97384,12.42,12,Active,2025-09-09
17995,12177,Education Loan,732810,14.39,24,Active,2021-09-27
17996,11067,Business Loan,521155,5.55,60,Active,2023-01-20
17997,11531,Personal Loan,281281,6.57,84,Closed,2022-05-18
17998,9402,Business Loan,272827,15.45,180,Active,2024-02-22
17999,14150,Personal Loan,428686,11.42,84,Active,2021-01-28
18000,5900,Auto Loan,404439,7.22,240,Active,2025-07-04
18001,2413,Personal Loan,209950,8.86,240,Active,2022-01-09
18002,1613,Business Loan,646999,16.38,180,Active,2023-07-06
18003,14018,Home Loan,383168,8.56,240,Closed,2024-11-09
18004,3650,Home Loan,766324,16.79,36,Closed,2022-01-13
18005,3841,Home Loan,773961,11.77,60,Closed,2023-04-29
18006,19949,Personal Loan,394995,14.92,120,Active,2022-06-18
18007,11088,Education Loan,658547,18.38,12,Active,2024-07-22
18008,7489,Business Loan,499794,17.68,240,Closed,2023-01-17
18009,799,Auto Loan,82440,10.24,84,Active,2021-05-23
18010,14444,Auto Loan,786133,9.1,180,Closed,2023-08-16
18011,11643,Personal Loan,291849,12.76,180,Active,2022-02-06
18012,2066,Business Loan,478337,15.52,240,Closed,2025-07-02
18013,2222,Personal Loan,328935,13.9,120,Active,2023-04-27
18014,9754,Home Loan,140773,12.39,36,Active,2025-02-06
18015,14872,Home Loan,25471,7.54,240,Active,2022-11-27
18016,18089,Business Loan,283047,6.69,60,Active,2021-06-15
18017,11550,Home Loan,28823,8.94,84,Closed,2025-05-19
18018,17582,Personal Loan,562994,9.57,48,Active,2025-09-10
18019,10926,Personal Loan,514018,11.0,60,Active,2021-06-08
18020,10826,Home Loan,179372,13.77,48,Active,2025-04-28
18021,1537,Personal Loan,111013,17.7,12,Closed,2025-12-07
18022,6574,Business Loan,324050,17.56,120,Active,2025-04-07
18023,12691,Personal Loan,421096,8.13,24,Active,2025-01-06
18024,8707,Home Loan,35962,15.45,84,Default,2025-07-25
18025,1494,Auto Loan,234660,11.87,84,Active,2022-01-28
18026,4966,Auto Loan,322659,17.84,36,Active,2024-03-21
18027,15194,Personal Loan,632420,12.09,240,Active,2023-02-17
18028,11255,Home Loan,411701,11.26,180,Active,2022-07-10
18029,1657,Home Loan,149293,15.94,60,Active,2021-06-05
18030,2639,Home Loan,451602,10.05,240,Active,2025-07-02
18031,11583,Business Loan,476697,17.75,240,Active,2025-10-30
18032,17229,Personal Loan,89889,6.21,120,Active,2023-03-31
18033,16310,Personal Loan,414963,13.24,180,Active,2025-07-17
18034,18501,Home Loan,338500,11.97,84,Active,2022-10-29
18035,1452,Auto Loan,436894,8.94,180,Active,2025-01-30
