payment_id,loan_id,payment_date,payment_amount,payment_method,payment_status,loan_amount,loan_bucket
21482,22028,2023-06-29,11758.0,UPI,Success,526763,High
21483,15865,2024-05-08,12667.0,UPI,Success,7002,Very Low
21484,16539,2023-01-30,13584.0,Auto Debit,Success,252328,Low
21485,13361,2026-02-17,18269.0,Net Banking,Success,771542,Very High
21486,2047,2022-09-20,10680.0,Debit Card,Success,423389,Medium
21487,2681,2025-06-07,11221.0,UPI,Success,643747,Very High
21488,10802,2025-12-21,8534.0,Credit Card,Success,767656,Very High
21489,15598,2023-08-01,19978.0,Auto Debit,Failed,485392,High
21490,23933,2025-04-14,10310.0,UPI,Success,771080,Very High
21491,1276,2022-06-21,12762.0,UPI,Success,521735,High
21492,6955,2025-05-02,23460.0,UPI,Success,503804,High
21493,16722,2025-12-10,20470.0,Net Banking,Success,239517,Low
21494,13188,2024-07-23,10159.0,Net Banking,Success,617319,High
21495,10723,2023-09-17,1447.0,UPI,Success,611107,High
21496,15647,2024-03-01,12597.0,Debit Card,Success,604908,High
21497,17016,2022-11-02,24726.0,UPI,Success,316513,Low
21498,1313,2023-05-14,629.0,Net Banking,Success,412107,Medium
21499,26597,2025-03-14,16294.0,Debit Card,Success,553702,High
21500,27317,2022-02-18,5265.0,Auto Debit,Success,276375,Low
21501,12169,2023-05-25,12627.0,UPI,Success,640236,Very High
21502,21567,2022-05-15,21420.0,Debit Card,Success,219628,Low
21503,5553,2023-11-04,21638.0,UPI,Failed,436276,Medium
21504,10990,2026-03-21,8582.0,Net Banking,Success,81398,Very Low
21505,27842,2023-05-22,7408.0,UPI,Success,456551,Medium
21506,18587,2025-10-06,12640.0,UPI,Failed,33383,Very Low
21507,17487,2026-01-06,12945.0,Net Banking,Success,122348,Very Low
21508,4093,2024-01-15,17211.0,Debit Card,Success,768955,Very High
21509,28830,2022-12-10,824.0,UPI,Success,736270,Very High
21510,25214,2026-03-09,3012.0,UPI,Success,319945,Medium
21511,1689,2026-02-10,11582.0,Auto Debit,Success,104645,Very Low
21512,16670,2025-09-07,24046.0,Credit Card,Success,195435,Low
21513,23072,2025-01-17,19353.0,Net Banking,Success,578048,High
21514,19944,2024-08-13,370.0,Net Banking,Success,48422,Very Low
21515,17017,2025-06-25,24785.0,Credit Card,Success,304605,Low
21516,20543,2023-03-20,15269.0,Debit Card,Success,742296,Very High
21517,17350,2022-03-08,21386.0,Debit Card,Success,440007,Medium
21518,16254,2024-09-26,1263.0,Credit Card,Success,551319,High
21519,21173,2025-05-12,7096.0,Credit Card,Success,81930,Very Low
21520,29085,2022-08-10,13234.0,Net Banking,Success,422704,Medium
21521,23439,2022-06-25,21154.0,UPI,Success,614593,High
21522,19469,2022-04-17,15202.0,Auto Debit,Success,235175,Low
21523,27743,2026-04-29,5825.0,Credit Card,Success,209174,Low
21524,26715,2026-03-12,8071.0,Credit Card,Pending,401748,Medium
21525,5078,2024-12-26,17082.0,Debit Card,Success,318618,Medium
21526,22321,2022-05-17,16205.0,Auto Debit,Success,765080,Very High
21527,4741,2022-12-01,10521.0,Auto Debit,Failed,446183,Medium
21528,13574,2023-12-30,22038.0,Credit Card,Success,319541,Medium
21529,10251,2024-05-10,24701.0,Auto Debit,Success,686440,Very High
21530,14538,2023-03-30,237.0,Credit Card,Success,229595,Low
21531,1154,2025-04-27,5894.0,Debit Card,Success,305927,Low
21532,25459,2025-07-03,20305.0,Credit Card,Failed,527340,High
21533,20232,2024-09-12,1513.0,Net Banking,Success,300985,Low
21534,23209,2024-01-11,6871.0,Auto Debit,Success,547645,High
21535,26809,2026-03-09,15850.0,Auto Debit,Success,656987,Very High
21536,4902,2025-04-02,17680.0,Auto Debit,Success,527005,High
21537,10884,2024-02-07,15986.0,Auto Debit,Success,56568,Very Low
21538,15888,2025-10-10,11691.0,Net Banking,Success,356631,Medium
21539,9573,2024-07-07,13232.0,Net Banking,Success,252213,Low
21540,29510,2022-02-04,16816.0,Net Banking,Failed,391961,Medium
21541,5724,2026-02-16,19142.0,Auto Debit,Success,399742,Medium
21542,1305,2023-05-31,15210.0,Debit Card,Success,338557,Medium
21543,13755,2024-06-16,1172.0,UPI,Success,437258,Medium
21544,22494,2023-07-16,11156.0,Debit Card,Success,349254,Medium
21545,7871,2024-03-02,15040.0,UPI,Success,381929,Medium
21546,806,2024-07-07,19559.0,Auto Debit,Success,341316,Medium
21547,24155,2024-12-06,21751.0,Credit Card,Success,646695,Very High
21548,8553,2024-05-22,9854.0,UPI,Success,58093,Very Low
21549,6406,2024-07-30,23888.0,Credit Card,Success,192189,Low
21550,1723,2025-07-06,11409.0,Auto Debit,Success,497840,High
21551,28461,2025-01-18,19306.0,UPI,Success,706531,Very High
21552,965,2023-10-31,21335.0,UPI,Success,412006,Medium
21553,27376,2023-08-18,2447.0,Net Banking,Success,443829,Medium
21554,16474,2026-02-26,14080.0,Credit Card,Success,708413,Very High
21555,21215,2023-10-23,22503.0,UPI,Success,366501,Medium
21556,15887,2025-01-29,3047.0,UPI,Pending,598156,High
21557,18662,2022-05-04,21959.0,Auto Debit,Success,604016,High
21558,10108,2025-03-29,9159.0,Credit Card,Success,185553,Low
21559,945,2023-03-01,19695.0,Debit Card,Success,693593,Very High
21560,26726,2023-04-15,15420.0,Net Banking,Success,232444,Low
21561,6077,2023-06-20,7455.0,Net Banking,Success,673046,Very High
21562,12111,2023-02-02,20761.0,Auto Debit,Success,711823,Very High
21563,21091,2024-05-11,19843.0,Credit Card,Success,43789,Very Low
21564,12837,2023-01-03,18993.0,Credit Card,Success,683488,Very High
21565,7299,2023-12-28,10639.0,UPI,Success,586746,High
21566,2070,2022-12-24,6523.0,UPI,Success,103091,Very Low
21567,3809,2022-04-22,21287.0,Credit Card,Success,593759,High
21568,28438,2025-01-25,24416.0,Auto Debit,Pending,708220,Very High
21569,2644,2025-03-02,22601.0,Credit Card,Success,416847,Medium
21570,12281,2024-04-18,15389.0,Auto Debit,Success,281336,Low
21571,4641,2022-10-20,5778.0,Debit Card,Success,697111,Very High
21572,5614,2026-03-23,6175.0,Net Banking,Success,73722,Very Low
21573,7195,2026-04-16,20394.0,Debit Card,Failed,391933,Medium
21574,5976,2022-11-22,7464.0,Auto Debit,Success,692254,Very High
21575,9705,2025-06-22,5356.0,Auto Debit,Success,172118,Low
21576,26387,2023-11-22,22221.0,Auto Debit,Success,162398,Low
21577,832,2022-12-12,13755.0,Credit Card,Success,314326,Low
21578,23227,2022-09-19,18176.0,Net Banking,Success,673195,Very High
21579,27932,2022-08-23,4177.0,Net Banking,Success,144239,Very Low
21580,7509,2024-10-14,21816.0,Debit Card,Success,344920,Medium
21581,4075,2023-09-01,4831.0,Debit Card,Success,755491,Very High
21582,16870,2023-11-17,17860.0,Net Banking,Success,179430,Low
21583,9842,2025-02-27,14138.0,Debit Card,Success,781871,Very High
21584,21592,2024-06-17,20250.0,Auto Debit,Success,481016,High
21585,24818,2023-07-18,8372.0,Auto Debit,Success,346884,Medium
21586,5906,2023-01-07,20475.0,Auto Debit,Failed,247732,Low
21587,1541,2024-08-05,16192.0,Debit Card,Success,734389,Very High
21588,29174,2023-03-03,14042.0,Auto Debit,Success,400738,Medium
21589,12375,2022-08-19,3648.0,Debit Card,Success,682480,Very High
21590,4858,2026-03-01,1611.0,UPI,Success,342244,Medium
21591,5643,2023-07-31,3778.0,UPI,Success,702637,Very High
21592,6739,2026-02-09,4534.0,UPI,Success,100273,Very Low
21593,2937,2023-05-21,21603.0,Credit Card,Success,691575,Very High
21594,27137,2024-03-27,6880.0,Auto Debit,Success,614348,High
21595,4695,2024-08-10,1851.0,Debit Card,Success,111355,Very Low
21596,6815,2022-06-26,7460.0,UPI,Success,427863,Medium
21597,24499,2022-10-12,738.0,Credit Card,Success,506924,High
21598,18387,2022-12-28,10452.0,Auto Debit,Success,795270,Very High
21599,8568,2025-02-24,22819.0,UPI,Success,302860,Low
21600,18298,2022-04-03,11546.0,Credit Card,Success,766916,Very High
21601,29622,2022-11-09,4519.0,Credit Card,Success,580866,High
21602,23797,2026-03-13,14372.0,Debit Card,Success,449054,Medium
21603,12796,2023-06-11,12746.0,UPI,Success,364693,Medium
21604,1317,2025-05-08,6745.0,Net Banking,Success,259381,Low
21605,435,2022-02-11,21656.0,Debit Card,Success,65797,Very Low
21606,29146,2025-07-25,12531.0,Debit Card,Success,341883,Medium
21607,9031,2025-11-03,8602.0,Net Banking,Success,522633,High
21608,17222,2024-10-06,17313.0,Net Banking,Success,507366,High
21609,18857,2023-05-27,24165.0,Auto Debit,Success,706284,Very High
21610,14062,2026-03-02,12627.0,UPI,Success,721992,Very High
21611,6756,2024-01-18,19142.0,UPI,Pending,314893,Low
21612,15752,2025-09-07,4796.0,Credit Card,Success,47640,Very Low
21613,16224,2022-02-07,20352.0,Debit Card,Success,550872,High
21614,6399,2022-03-10,19859.0,Credit Card,Success,499633,High
21615,10812,2022-11-03,14057.0,UPI,Success,239650,Low
21616,12620,2022-08-26,10988.0,Net Banking,Success,138325,Very Low
21617,24319,2022-04-17,12628.0,Net Banking,Success,655250,Very High
21618,19641,2025-08-01,24567.0,UPI,Failed,538931,High
21619,22693,2023-04-02,12480.0,UPI,Success,485203,High
21620,13740,2023-01-05,9881.0,UPI,Success,640838,Very High
21621,16032,2024-06-11,10287.0,Auto Debit,Failed,339727,Medium
21622,10127,2024-10-05,11848.0,Net Banking,Success,759104,Very High
21623,13890,2022-05-30,12640.0,UPI,Success,84175,Very Low
21624,16544,2023-07-07,17681.0,Debit Card,Success,766357,Very High
21625,2566,2022-05-06,13817.0,Net Banking,Success,324268,Medium
21626,26605,2025-03-18,3166.0,UPI,Success,363776,Medium
21627,14867,2023-09-09,11671.0,UPI,Success,342376,Medium
21628,4482,2023-06-24,3509.0,Auto Debit,Success,419156,Medium
21629,21830,2024-12-13,13529.0,Net Banking,Success,238144,Low
21630,13407,2025-06-24,14978.0,Debit Card,Success,583424,High
21631,29119,2026-01-13,14871.0,Auto Debit,Success,254071,Low
21632,2970,2025-11-04,3887.0,Credit Card,Success,396467,Medium
21633,5831,2025-04-13,6493.0,Debit Card,Success,590378,High
21634,22777,2022-10-09,8336.0,Net Banking,Failed,77168,Very Low
21635,8501,2023-02-07,2900.0,Credit Card,Failed,787263,Very High
21636,1795,2025-10-29,16505.0,Credit Card,Success,493039,High
21637,23944,2022-09-25,6683.0,Auto Debit,Success,738860,Very High
21638,20748,2025-05-21,8251.0,UPI,Success,433553,Medium
21639,24625,2024-11-10,7683.0,Credit Card,Success,684062,Very High
21640,13628,2023-10-10,17957.0,UPI,Success,448342,Medium
21641,26159,2023-04-21,19891.0,Debit Card,Success,193941,Low
21642,18137,2023-03-29,17926.0,Debit Card,Success,721179,Very High
21643,16282,2026-03-31,18841.0,Debit Card,Success,251885,Low
21644,21068,2022-12-08,3306.0,Debit Card,Success,417007,Medium
21645,19098,2025-06-19,242.0,Debit Card,Success,525511,High
21646,21943,2025-08-24,16841.0,Credit Card,Success,179725,Low
21647,27136,2023-03-24,4310.0,Credit Card,Success,252058,Low
21648,9342,2025-01-02,6109.0,Auto Debit,Success,195886,Low
21649,8644,2025-02-11,10591.0,Credit Card,Success,123746,Very Low
21650,8722,2025-12-09,17864.0,Credit Card,Success,31316,Very Low
21651,2892,2024-04-10,9776.0,Credit Card,Success,191732,Low
21652,29699,2024-12-17,12336.0,Auto Debit,Success,183775,Low
21653,7555,2024-12-12,6090.0,Auto Debit,Success,276030,Low
21654,4669,2024-12-25,9235.0,Credit Card,Success,793916,Very High
21655,11627,2025-03-15,14245.0,Debit Card,Success,731291,Very High
21656,4659,2022-10-24,22905.0,UPI,Success,597522,High
21657,15565,2024-09-26,24470.0,UPI,Success,580458,High
21658,15955,2024-06-05,15007.0,Debit Card,Success,502295,High
21659,16779,2022-09-15,23659.0,Credit Card,Success,543455,High
21660,19286,2025-06-05,12670.0,UPI,Success,6073,Very Low
21661,20613,2025-10-23,2522.0,Credit Card,Pending,46722,Very Low
21662,21197,2022-05-23,17953.0,Auto Debit,Success,244860,Low
21663,14907,2025-06-08,24357.0,Net Banking,Success,369065,Medium
21664,10412,2025-01-09,5382.0,Auto Debit,Success,253597,Low
21665,16785,2024-08-15,20033.0,UPI,Success,621551,High
21666,25741,2024-09-29,17466.0,Auto Debit,Success,606587,High
21667,17843,2023-03-02,19697.0,Auto Debit,Success,92540,Very Low
21668,15132,2023-09-10,8976.0,UPI,Success,720838,Very High
21669,28666,2024-04-12,1642.0,Debit Card,Success,191745,Low
21670,12771,2023-11-29,1363.0,Credit Card,Failed,746446,Very High
21671,11741,2024-08-25,20685.0,Debit Card,Success,783120,Very High
21672,29956,2022-10-10,5712.0,Net Banking,Success,207177,Low
21673,18227,2023-05-15,9393.0,Auto Debit,Success,363736,Medium
21674,29466,2023-06-13,8189.0,Auto Debit,Success,24670,Very Low
21675,6728,2022-04-09,13493.0,Auto Debit,Success,64670,Very Low
21676,11588,2022-02-19,9210.0,UPI,Success,587157,High
21677,12888,2024-12-24,24942.0,UPI,Success,351564,Medium
21678,21661,2023-01-04,4930.0,UPI,Success,615021,High
21679,13683,2022-01-01,6010.0,Auto Debit,Success,505059,High
21680,4811,2022-01-06,17119.0,Debit Card,Success,108476,Very Low
21681,27936,2022-05-25,19782.0,Debit Card,Success,357140,Medium
21682,28015,2025-11-06,12627.0,UPI,Success,787970,Very High
21683,5527,2022-08-12,9780.0,Debit Card,Success,235794,Low
21684,26025,2022-10-12,17134.0,UPI,Success,373152,Medium
21685,2778,2022-03-01,12625.0,Credit Card,Success,170950,Low
21686,23355,2022-03-07,19919.0,Net Banking,Success,46121,Very Low
21687,9106,2023-09-16,12707.0,Debit Card,Success,151468,Very Low
21688,2063,2023-08-25,6125.0,Credit Card,Failed,675291,Very High
21689,25861,2024-07-24,968.0,Credit Card,Failed,361857,Medium
21690,18985,2026-03-14,211.0,Net Banking,Success,519057,High
21691,6850,2023-05-12,8304.0,Credit Card,Pending,331982,Medium
21692,10431,2023-02-08,12490.0,UPI,Success,217172,Low
21693,9773,2022-12-21,20515.0,Net Banking,Success,627842,High
21694,7675,2023-12-13,22777.0,Debit Card,Success,183652,Low
21695,19689,2024-04-23,10711.0,Debit Card,Success,512550,High
21696,5126,2025-06-26,11861.0,Debit Card,Failed,742388,Very High
21697,23139,2025-06-05,22482.0,Debit Card,Success,421899,Medium
21698,25259,2025-10-12,12081.0,Auto Debit,Success,230741,Low
21699,11755,2025-09-07,18091.0,Net Banking,Success,775227,Very High
21700,6109,2025-12-05,4570.0,Auto Debit,Success,784860,Very High
21701,2344,2025-09-23,19112.0,Auto Debit,Pending,660587,Very High
21702,2981,2025-03-31,22002.0,Credit Card,Success,295297,Low
21703,2512,2024-06-04,22004.0,Credit Card,Success,176522,Low
21704,12471,2025-04-08,18306.0,Net Banking,Success,39444,Very Low
21705,3670,2025-12-27,19132.0,Credit Card,Success,701800,Very High
21706,28849,2023-05-17,24006.0,Credit Card,Success,14492,Very Low
21707,23326,2025-06-06,5189.0,Debit Card,Success,436737,Medium
21708,10131,2023-11-16,1137.0,Debit Card,Success,146019,Very Low
21709,28094,2022-01-10,14847.0,Credit Card,Success,369256,Medium
21710,2341,2025-03-19,14952.0,Auto Debit,Success,421551,Medium
21711,4776,2024-04-09,11947.0,Debit Card,Pending,548119,High
21712,7,2023-05-26,22221.0,Auto Debit,Success,115335,Very Low
21713,27993,2022-03-18,13259.0,Debit Card,Success,776088,Very High
21714,23938,2024-07-26,14556.0,Debit Card,Success,212410,Low
21715,2189,2025-09-21,20242.0,Auto Debit,Success,81644,Very Low
21716,2146,2026-01-13,16366.0,Credit Card,Success,387898,Medium
21717,8012,2024-01-29,10310.0,UPI,Pending,730630,Very High
21718,29375,2023-05-14,15009.0,UPI,Success,242174,Low
21719,19484,2024-01-26,16088.0,Debit Card,Success,376317,Medium
21720,29805,2025-11-29,23213.0,Net Banking,Success,627353,High
21721,18451,2022-05-09,20029.0,UPI,Success,565025,High
21722,28790,2025-12-20,903.0,Credit Card,Success,120631,Very Low
21723,19614,2022-02-10,20539.0,Net Banking,Success,435232,Medium
21724,16747,2025-04-17,1905.0,Debit Card,Success,613522,High
21725,83,2023-07-21,8401.0,UPI,Success,494391,High
21726,6561,2023-05-17,9021.0,Net Banking,Success,116242,Very Low
21727,4033,2023-04-15,17048.0,Debit Card,Success,399200,Medium
21728,9854,2023-09-17,24992.0,UPI,Success,570571,High
21729,23071,2024-04-30,22025.0,Net Banking,Success,104383,Very Low
21730,10114,2024-04-30,21402.0,Credit Card,Success,427452,Medium
21731,25975,2023-09-30,4486.0,Credit Card,Success,108323,Very Low
21732,19976,2024-10-23,3039.0,Credit Card,Success,36816,Very Low
21733,1524,2024-07-13,5516.0,Net Banking,Success,122898,Very Low
21734,9989,2022-06-20,13225.0,Auto Debit,Success,41518,Very Low
21735,24246,2025-11-26,7407.0,Net Banking,Success,492707,High
21736,9095,2022-01-14,3369.0,Debit Card,Success,416380,Medium
21737,28901,2024-03-14,5267.0,Debit Card,Failed,615391,High
21738,20094,2025-09-20,10688.0,Auto Debit,Success,214004,Low
21739,17221,2024-07-01,8271.0,Credit Card,Success,791210,Very High
21740,8049,2022-10-04,7335.0,Net Banking,Success,509286,High
21741,4390,2022-02-02,2069.0,Auto Debit,Pending,397747,Medium
21742,5008,2023-12-29,18267.0,UPI,Success,343422,Medium
21743,9490,2025-01-15,6382.0,Credit Card,Success,331117,Medium
21744,9981,2025-03-08,17474.0,Net Banking,Success,665322,Very High
21745,14643,2023-04-29,18936.0,Auto Debit,Success,473271,Medium
21746,4682,2025-06-02,4875.0,Debit Card,Success,12233,Very Low
21747,3539,2023-05-13,115.0,Credit Card,Success,296251,Low
21748,2762,2025-07-24,23481.0,Debit Card,Success,197563,Low
21749,27299,2023-01-21,21694.0,UPI,Success,677258,Very High
21750,28336,2024-09-08,8829.0,Debit Card,Success,336233,Medium
21751,8096,2023-02-26,12713.0,Debit Card,Success,202534,Low
21752,12600,2023-07-29,22312.0,Net Banking,Success,336014,Medium
21753,6325,2024-03-05,21180.0,Net Banking,Success,636938,High
21754,16674,2026-01-05,9624.0,Auto Debit,Success,769561,Very High
21755,6692,2022-12-31,10656.0,UPI,Failed,530953,High
21756,128,2022-02-03,17642.0,UPI,Success,732136,Very High
21757,28989,2022-06-20,15481.0,UPI,Success,605624,High
21758,4181,2023-02-05,19774.0,Net Banking,Success,63831,Very Low
21759,3454,2024-02-24,6593.0,UPI,Success,61436,Very Low
21760,4244,2023-05-21,20442.0,Debit Card,Pending,48298,Very Low
21761,6155,2022-04-20,18455.0,Debit Card,Success,774794,Very High
21762,26380,2025-01-08,24236.0,UPI,Success,620725,High
21763,4168,2022-07-24,13498.0,Credit Card,Success,493865,High
21764,21883,2025-04-22,5929.0,Auto Debit,Success,116777,Very Low
21765,1491,2025-04-07,12746.0,UPI,Success,317957,Medium
21766,15724,2025-09-17,606.0,UPI,Success,278737,Low
21767,4215,2022-06-09,20814.0,Net Banking,Success,631366,High
21768,17570,2023-09-15,9273.0,Credit Card,Success,578802,High
21769,15621,2022-07-19,3916.0,Debit Card,Success,49108,Very Low
21770,6530,2025-12-17,2156.0,Credit Card,Success,345852,Medium
21771,24961,2023-04-26,19848.0,Debit Card,Success,132045,Very Low
21772,9295,2024-07-25,14609.0,Credit Card,Success,452446,Medium
21773,7394,2023-11-07,5589.0,UPI,Success,17529,Very Low
21774,4507,2022-02-26,5503.0,Debit Card,Success,247927,Low
21775,22785,2024-02-13,2686.0,Net Banking,Success,333417,Medium
21776,25513,2022-08-07,13175.0,Net Banking,Success,579846,High
21777,22645,2024-07-01,18834.0,Net Banking,Success,549856,High
21778,28922,2024-09-13,3273.0,Debit Card,Success,696993,Very High
21779,13939,2023-12-09,23872.0,Auto Debit,Success,552929,High
21780,1758,2025-01-30,16027.0,Net Banking,Success,436567,Medium
21781,27540,2025-04-28,20301.0,Auto Debit,Success,351331,Medium
21782,7687,2022-01-05,15329.0,Net Banking,Success,402226,Medium
21783,21830,2022-06-10,695.0,UPI,Success,238144,Low
21784,20009,2025-12-04,14004.0,Net Banking,Success,264575,Low
21785,4316,2022-02-16,3879.0,Debit Card,Success,264126,Low
21786,15974,2025-08-14,7765.0,UPI,Success,708401,Very High
21787,7829,2025-04-21,12913.0,UPI,Success,304989,Low
21788,7962,2023-03-19,22164.0,Debit Card,Success,139798,Very Low
21789,19202,2022-02-21,11134.0,Credit Card,Success,430510,Medium
21790,21101,2023-04-22,4284.0,Auto Debit,Success,172105,Low
21791,15058,2022-07-08,8205.0,Credit Card,Success,506439,High
21792,7503,2023-07-02,12542.0,UPI,Success,303850,Low
21793,8728,2025-03-26,550.0,Net Banking,Success,740564,Very High
21794,19801,2025-03-20,12640.0,UPI,Success,66441,Very Low
21795,23624,2022-04-27,14407.0,Credit Card,Success,528115,High
21796,2196,2022-07-16,8236.0,Net Banking,Success,452578,Medium
21797,19917,2024-02-02,1207.0,Credit Card,Pending,33158,Very Low
21798,10691,2023-02-05,15250.0,Credit Card,Success,122877,Very Low
21799,4947,2023-06-16,19961.0,Credit Card,Success,141901,Very Low
21800,26266,2022-01-14,17293.0,Credit Card,Pending,282418,Low
21801,26817,2022-08-21,20839.0,Debit Card,Success,16338,Very Low
21802,10192,2026-04-27,20773.0,Auto Debit,Success,422656,Medium
21803,3255,2023-11-09,663.0,Net Banking,Success,455915,Medium
21804,27386,2025-08-04,17608.0,UPI,Success,551891,High
21805,26169,2024-03-24,12640.0,UPI,Success,110126,Very Low
21806,19690,2025-10-18,3954.0,Credit Card,Success,608154,High
21807,26330,2024-12-28,1339.0,Debit Card,Success,132666,Very Low
21808,18919,2023-12-16,12584.0,Debit Card,Success,686654,Very High
21809,25681,2025-02-01,23289.0,Net Banking,Pending,728676,Very High
21810,6924,2022-09-02,20926.0,Auto Debit,Success,210259,Low
21811,23740,2022-10-24,20561.0,Debit Card,Success,113256,Very Low
21812,29558,2023-04-12,18102.0,Auto Debit,Success,295828,Low
21813,2770,2022-08-12,20246.0,Credit Card,Success,68853,Very Low
21814,9969,2024-07-20,4378.0,Net Banking,Success,790695,Very High
21815,8403,2026-04-22,3817.0,UPI,Success,95365,Very Low
21816,26827,2023-11-14,17763.0,Net Banking,Success,662174,Very High
21817,22069,2024-12-31,4830.0,Debit Card,Success,382885,Medium
21818,16361,2024-08-26,11273.0,Net Banking,Success,565983,High
21819,6454,2023-12-09,6699.0,Net Banking,Success,430113,Medium
21820,24355,2026-04-30,9576.0,Credit Card,Success,629834,High
21821,340,2022-07-06,4890.0,Auto Debit,Success,393567,Medium
21822,20513,2025-04-20,24559.0,Auto Debit,Success,523701,High
21823,13722,2022-02-20,1070.0,UPI,Success,306958,Low
21824,692,2023-08-12,16389.0,Debit Card,Success,483805,High
21825,14008,2022-08-22,12480.0,UPI,Success,493084,High
21826,5155,2023-11-21,11371.0,Debit Card,Success,796201,Very High
21827,22361,2025-08-01,2817.0,Auto Debit,Success,567157,High
21828,6111,2025-03-28,5266.0,Auto Debit,Success,319758,Medium
21829,15175,2024-01-18,5576.0,Credit Card,Success,729722,Very High
21830,19413,2022-02-11,3629.0,Credit Card,Pending,12285,Very Low
21831,24507,2024-07-10,18184.0,Auto Debit,Success,46118,Very Low
21832,21563,2022-11-02,11539.0,Auto Debit,Success,445056,Medium
21833,28134,2025-09-05,12617.0,Net Banking,Success,495756,High
21834,25063,2022-04-16,23873.0,Net Banking,Success,9099,Very Low
21835,24911,2025-10-19,13695.0,UPI,Success,41068,Very Low
21836,16724,2025-10-26,21495.0,UPI,Success,562615,High
21837,15330,2025-07-23,15624.0,Credit Card,Success,585767,High
21838,21723,2023-12-29,23822.0,UPI,Success,365717,Medium
21839,12476,2022-06-21,11106.0,UPI,Success,132648,Very Low
21840,12143,2023-08-18,5427.0,UPI,Success,367665,Medium
21841,12905,2024-08-27,14807.0,UPI,Success,508163,High
21842,28577,2022-04-08,17352.0,Credit Card,Success,434104,Medium
21843,22076,2024-07-18,19270.0,UPI,Success,659889,Very High
21844,9105,2025-04-13,12774.0,Auto Debit,Success,215708,Low
21845,11561,2024-08-23,6336.0,Auto Debit,Success,46552,Very Low
21846,6303,2026-03-26,24024.0,UPI,Success,381182,Medium
21847,12732,2024-11-15,1923.0,Net Banking,Success,27765,Very Low
21848,20457,2022-07-15,23027.0,UPI,Pending,500017,High
21849,16643,2022-04-12,7478.0,Auto Debit,Success,486852,High
21850,325,2022-05-28,16521.0,Net Banking,Pending,204568,Low
21851,23413,2026-04-13,8944.0,Debit Card,Success,50299,Very Low
21852,25328,2026-04-30,847.0,Debit Card,Success,490317,High
21853,21501,2022-10-16,18010.0,Debit Card,Success,143789,Very Low
21854,21489,2025-01-11,16073.0,Credit Card,Success,785129,Very High
21855,6103,2024-01-29,10317.0,Net Banking,Success,140095,Very Low
21856,6285,2024-03-21,11411.0,Auto Debit,Success,657663,Very High
21857,22814,2022-09-09,20836.0,UPI,Success,10773,Very Low
21858,14734,2025-10-18,1967.0,UPI,Failed,372413,Medium
21859,11125,2024-06-01,19755.0,Debit Card,Success,400804,Medium
21860,9635,2023-12-26,21263.0,UPI,Success,180602,Low
21861,6651,2025-12-04,8020.0,Debit Card,Success,663912,Very High
21862,28488,2024-06-07,20907.0,Net Banking,Success,649393,Very High
21863,26130,2025-11-24,8741.0,Auto Debit,Success,228664,Low
21864,3493,2024-03-26,17906.0,Debit Card,Failed,245316,Low
21865,5510,2022-01-14,1595.0,Net Banking,Success,186140,Low
21866,20777,2024-10-04,1924.0,Debit Card,Success,717453,Very High
21867,25861,2025-04-22,12746.0,UPI,Success,361857,Medium
21868,10286,2024-11-10,22227.0,Auto Debit,Success,26693,Very Low
21869,19122,2022-02-18,16175.0,UPI,Success,621008,High
21870,20870,2024-01-17,1907.0,UPI,Success,332166,Medium
21871,13407,2025-05-29,19136.0,Auto Debit,Success,583424,High
21872,16183,2025-11-01,1478.0,UPI,Success,151780,Very Low
21873,12445,2024-07-05,10675.0,UPI,Success,733104,Very High
21874,16960,2022-05-16,21207.0,UPI,Success,523938,High
21875,25193,2026-03-11,12480.0,UPI,Success,569440,High
21876,22044,2023-04-16,23018.0,Net Banking,Pending,127465,Very Low
21877,13317,2025-01-29,15010.0,UPI,Success,699468,Very High
21878,28199,2025-07-23,13039.0,Auto Debit,Failed,493909,High
21879,13935,2025-05-14,18825.0,Debit Card,Success,163372,Low
21880,15636,2024-01-25,20763.0,Auto Debit,Success,540623,High
21881,27404,2025-06-17,17749.0,Net Banking,Success,656882,Very High
21882,13365,2024-09-18,10217.0,Credit Card,Success,461572,Medium
21883,5180,2024-02-25,1471.0,Debit Card,Success,194397,Low
21884,16086,2022-06-24,10222.0,Credit Card,Success,486301,High
21885,29584,2026-04-29,20237.0,UPI,Success,329546,Medium
21886,24301,2023-11-29,21353.0,UPI,Pending,652261,Very High
21887,9506,2025-04-08,23659.0,Net Banking,Success,700199,Very High
21888,11826,2023-11-12,6051.0,Debit Card,Success,657553,Very High
21889,8235,2026-04-17,9045.0,Debit Card,Success,761989,Very High
21890,21457,2022-02-16,8551.0,Credit Card,Success,710156,Very High
21891,22038,2022-12-21,13809.0,Credit Card,Success,505420,High
21892,18371,2022-08-23,22629.0,Debit Card,Success,641777,Very High
21893,6731,2022-01-02,24855.0,Net Banking,Success,356920,Medium
21894,24866,2022-02-24,12533.0,Net Banking,Success,754941,Very High
21895,19498,2022-06-10,16383.0,Net Banking,Pending,711081,Very High
21896,28624,2023-06-11,20611.0,Credit Card,Success,487732,High
21897,11724,2023-07-30,24345.0,Net Banking,Success,268522,Low
21898,27475,2026-02-12,17817.0,Credit Card,Success,684888,Very High
21899,28044,2022-04-07,19230.0,Auto Debit,Success,138409,Very Low
